Date,Open,High,Low,Close,Adj Close,Volume
2017-01-31,59.299999,60.419998,58.500000,60.290001,59.686920,2410303
2017-02-01,59.709999,60.439999,59.200001,60.200001,59.597820,3219172
2017-02-02,60.200001,60.220001,58.209999,58.410000,57.825726,3567006
2017-02-03,58.900002,58.900002,57.450001,57.880001,57.301029,4500361
2017-02-07,57.880001,58.500000,56.959999,57.060001,56.489231,2132959
2017-02-08,57.290001,57.439999,56.889999,57.119999,56.548630,3263768
2017-02-09,56.880001,58.480000,56.500000,56.880001,56.311031,1157381
2017-02-10,57.310001,58.990002,56.580002,58.560001,57.974228,953992
2017-02-13,57.500000,58.520000,57.500000,57.959999,57.380226,1357163
2017-02-14,57.509998,58.509998,57.509998,58.130001,57.548527,899416
2017-02-15,58.400002,59.169998,57.880001,59.049999,58.459324,2186276
2017-02-16,59.099998,59.189999,57.160000,58.259998,57.677227,2966355
2017-02-17,58.000000,58.750000,57.549999,58.160000,57.578228,1687035
2017-02-20,58.160000,58.549999,57.349998,57.619999,57.043629,541548
2017-02-21,57.849998,58.299999,57.439999,58.070000,57.489128,3303195
2017-02-22,58.070000,58.380001,57.700001,57.790001,57.211929,2083578
2017-02-23,57.790001,58.259998,57.500000,57.520000,56.944630,1941742
2017-02-24,57.360001,57.820000,56.730000,56.779999,56.212029,1519795
2017-02-27,56.779999,57.650002,56.779999,57.520000,56.944630,1134207
2017-02-28,57.259998,57.939999,56.099998,56.650002,56.083332,1960520
2017-03-01,56.849998,57.349998,55.799999,56.040001,55.479435,1911362
2017-03-02,56.009998,56.900002,55.860001,56.349998,55.786331,2022751
2017-03-03,56.400002,56.959999,56.090000,56.619999,56.053631,1002246
2017-03-06,56.529999,57.900002,56.529999,57.520000,56.944630,1864366
2017-03-07,57.689999,57.689999,56.599998,56.740002,56.172432,1185329
2017-03-08,56.520000,56.980000,56.410000,56.529999,55.964531,784591
2017-03-09,56.959999,57.200001,56.340000,57.070000,56.499130,1375248
2017-03-10,57.250000,57.900002,57.080002,57.480000,56.905029,873295
2017-03-13,57.650002,57.650002,56.349998,56.650002,56.083332,794736
2017-03-14,56.990002,57.139999,56.150002,56.750000,56.182331,2257552
2017-03-15,56.619999,56.990002,56.380001,56.669998,56.103130,2576985
2017-03-16,56.900002,57.889999,56.799999,57.849998,57.271328,2215316
2017-03-17,57.900002,60.090000,57.830002,59.939999,59.340420,3338660
2017-03-21,59.939999,62.299999,59.500000,62.150002,61.528316,3314375
2017-03-22,62.110001,62.770000,60.400002,62.540001,61.914413,2406824
2017-03-23,62.599998,63.599998,62.020000,63.180000,62.548012,3708633
2017-03-24,62.500000,64.400002,62.080002,64.040001,63.399410,3920662
2017-03-27,64.089996,64.089996,61.400002,62.570000,61.944115,5170036
2017-03-28,62.000000,64.110001,61.509998,63.279999,62.647011,1016764
2017-03-29,63.139999,64.139999,62.240002,63.900002,63.260811,1499297
2017-03-30,63.009998,63.930000,62.509998,63.230000,62.597511,836093
2017-03-31,63.209999,63.470001,62.200001,62.389999,61.765915,1130325
2017-04-03,62.549999,63.840000,62.320000,62.980000,62.350014,956290
2017-04-04,62.400002,62.970001,61.250000,62.259998,61.637215,1434928
2017-04-05,61.700001,62.849998,61.610001,62.570000,61.944115,1386216
2017-04-06,62.650002,63.080002,61.810001,62.520000,61.894615,950507
2017-04-07,62.560001,64.980003,62.380001,64.430000,63.785507,1689823
2017-04-10,64.430000,64.889999,63.580002,64.790001,64.141907,670031
2017-04-11,64.790001,65.099998,63.700001,64.040001,63.399410,1379195
2017-04-12,63.709999,64.250000,62.500000,62.889999,62.260914,519420
2017-04-17,62.889999,64.000000,62.610001,62.939999,62.310413,1006215
2017-04-18,63.689999,63.689999,62.549999,62.849998,62.221313,1191384
2017-04-19,62.689999,63.700001,62.279999,63.509998,62.874710,1534502
2017-04-20,62.509998,65.349998,62.509998,63.849998,63.211308,1447838
2017-04-21,64.550003,64.559998,63.430000,64.360001,63.716209,747122
2017-04-24,64.370003,65.080002,64.269997,64.849998,64.201309,997578
2017-04-25,64.839996,66.000000,64.790001,65.870003,65.211105,2238675
2017-04-26,65.870003,67.489998,65.540001,66.559998,65.894203,2985369
2017-04-27,66.589996,68.000000,65.580002,66.910004,66.240707,2858972
2017-04-28,66.910004,67.360001,66.110001,66.889999,66.220901,992473
2017-05-02,66.889999,68.000000,66.699997,67.459999,66.785202,1184917
2017-05-03,67.000000,67.699997,66.279999,67.570000,66.894096,841840
2017-05-04,67.599998,68.190002,67.180000,67.959999,67.280197,2222308
2017-05-05,68.000000,69.300003,67.970001,69.260002,68.567200,3523106
2017-05-08,69.500000,69.949997,69.300003,69.709999,69.012695,1794227
2017-05-09,69.750000,70.389999,69.620003,70.019997,69.319588,1786306
2017-05-10,70.239998,70.400002,69.019997,69.379997,68.685989,4577368
2017-05-11,69.739998,70.400002,68.639999,70.190002,69.487892,2565101
2017-05-12,70.389999,70.500000,69.150002,70.269997,69.567085,1630368
2017-05-15,70.500000,71.809998,70.150002,71.589996,70.873886,2413109
2017-05-16,71.580002,71.580002,69.599998,70.040001,69.339394,1244116
2017-05-17,69.000000,69.400002,67.019997,67.989998,67.309898,3671737
2017-05-18,67.779999,68.290001,66.449997,67.959999,67.280197,1819633
2017-05-19,68.010002,68.550003,67.699997,68.019997,67.339592,765452
2017-05-22,68.750000,68.750000,67.489998,67.949997,67.270294,482911
2017-05-23,66.620003,68.510002,66.620003,67.790001,67.111900,995171
2017-05-24,67.750000,68.370003,64.000000,67.940002,67.260399,2034753
2017-05-25,67.940002,68.389999,67.599998,67.980003,67.300003,1225357
2017-05-26,67.930000,70.830002,67.730003,69.389999,69.389999,1844134
2017-05-29,69.400002,69.400002,68.510002,68.889999,68.889999,80203
2017-05-30,69.440002,69.440002,66.949997,67.389999,67.389999,643546
2017-05-31,67.989998,68.089996,66.459999,67.169998,67.169998,1394698
2017-06-01,67.169998,67.930000,66.470001,67.540001,67.540001,762150
2017-06-02,67.940002,68.500000,66.900002,68.019997,68.019997,1205710
2017-06-05,68.500000,70.379997,68.480003,69.459999,69.459999,1553283
2017-06-06,68.800003,69.639999,68.400002,69.129997,69.129997,2513652
2017-06-07,69.129997,69.800003,68.349998,68.750000,68.750000,2821311
2017-06-08,68.650002,69.320000,68.389999,69.019997,69.019997,848405
2017-06-09,69.000000,69.650002,68.580002,69.029999,69.029999,1244077
2017-06-12,68.760002,69.309998,68.349998,69.040001,69.040001,445856
2017-06-13,68.500000,69.790001,68.500000,69.480003,69.480003,1973626
2017-06-14,69.699997,70.199997,68.500000,69.639999,69.639999,2922790
2017-06-15,69.639999,70.400002,69.029999,70.220001,70.220001,979619
2017-06-16,70.300003,70.529999,69.010002,69.849998,69.849998,2868618
2017-06-19,69.949997,70.800003,69.339996,70.010002,70.010002,787394
2017-06-20,70.010002,70.779999,69.669998,69.930000,69.930000,1725495
2017-06-21,70.000000,70.349998,69.599998,70.220001,70.220001,1122032
2017-06-22,70.110001,70.739998,69.580002,70.500000,70.500000,1094047
2017-06-23,70.860001,70.860001,69.260002,69.730003,69.730003,599391
2017-06-26,70.250000,70.669998,69.519997,70.320000,70.320000,1414878
2017-06-27,70.349998,70.470001,68.870003,69.080002,69.080002,1264366
2017-06-28,69.419998,70.220001,68.910004,70.040001,70.040001,631382
2017-06-29,70.199997,70.199997,68.959999,69.209999,69.209999,668735
2017-06-30,69.800003,69.800003,68.559998,68.690002,68.690002,2508939
2017-07-03,69.739998,69.750000,69.150002,69.599998,69.599998,916161
2017-07-04,69.209999,69.889999,68.620003,69.010002,69.010002,317625
2017-07-05,69.019997,70.000000,69.000000,69.879997,69.879997,883997
2017-07-06,69.870003,69.870003,68.910004,69.639999,69.639999,1418317
2017-07-07,69.070000,69.779999,68.739998,69.459999,69.459999,875837
2017-07-10,68.870003,70.000000,68.870003,69.949997,69.949997,1258723
2017-07-11,70.000000,70.000000,69.000000,69.129997,69.129997,2195169
2017-07-12,69.739998,70.660004,69.000000,70.589996,70.589996,2561581
2017-07-13,69.400002,70.220001,68.830002,70.089996,70.089996,3185094
2017-07-14,70.000000,70.190002,69.220001,69.839996,69.839996,566592
2017-07-17,70.180000,70.300003,69.379997,70.150002,70.150002,507346
2017-07-18,70.080002,70.629997,69.879997,70.290001,70.290001,1269486
2017-07-19,70.290001,70.290001,69.169998,69.379997,69.379997,940046
2017-07-20,69.500000,69.519997,68.220001,68.760002,68.760002,837235
2017-07-21,69.169998,69.500000,68.300003,69.389999,69.389999,502251
2017-07-24,69.389999,69.699997,68.510002,69.589996,69.589996,747319
2017-07-25,69.239998,70.129997,69.239998,70.010002,70.010002,2522990
2017-07-26,68.930000,70.519997,68.930000,70.269997,70.269997,916365
2017-07-27,69.110001,69.180000,67.330002,68.379997,68.379997,1888739
2017-07-28,68.300003,68.500000,66.349998,67.160004,67.160004,1140893
2017-07-31,67.500000,69.459999,67.150002,69.300003,69.300003,1216084
2017-08-01,69.300003,69.400002,68.540001,69.320000,69.320000,949408
2017-08-02,69.349998,70.099998,68.639999,69.959999,69.959999,786415
2017-08-03,69.940002,70.529999,69.540001,70.339996,70.339996,1300111
2017-08-04,70.250000,70.889999,69.709999,70.410004,70.410004,1157565
2017-08-07,70.849998,70.970001,69.639999,69.870003,69.870003,369297
2017-08-08,70.150002,70.379997,69.010002,69.360001,69.360001,1284209
2017-08-09,69.349998,69.370003,68.779999,68.870003,68.870003,393314
2017-08-10,68.949997,68.949997,66.639999,67.389999,67.389999,1114837
2017-08-11,67.669998,68.209999,67.400002,68.000000,68.000000,732462
2017-08-14,68.000000,69.290001,68.000000,68.559998,68.559998,2321718
2017-08-15,69.849998,69.879997,67.510002,67.930000,67.930000,1942779
2017-08-16,67.800003,68.379997,67.000000,67.379997,67.379997,1628910
2017-08-17,67.559998,68.389999,67.349998,67.879997,67.879997,1404862
2017-08-18,67.690002,68.180000,67.500000,67.860001,67.860001,404110
2017-08-21,68.300003,68.559998,67.779999,68.330002,68.330002,591529
2017-08-22,67.989998,68.620003,67.760002,68.000000,68.000000,912771
2017-08-23,68.000000,68.309998,66.510002,67.750000,67.750000,2267052
2017-08-24,67.750000,68.000000,66.500000,66.660004,66.660004,1633289
2017-08-25,66.809998,66.839996,65.150002,65.730003,65.730003,1198464
2017-08-28,66.050003,66.779999,64.050003,64.500000,64.500000,1085480
2017-08-29,64.489998,64.970001,64.099998,64.570000,64.570000,2793522
2017-08-30,64.459999,65.589996,64.269997,65.459999,65.459999,2237314
2017-08-31,65.690002,65.690002,64.709999,65.050003,65.050003,965440
2017-09-01,65.000000,65.040001,63.799999,64.010002,64.010002,835869
2017-09-04,64.010002,64.260002,63.509998,63.650002,63.650002,134753
2017-09-05,63.650002,64.389999,62.380001,63.700001,63.700001,2052980
2017-09-06,63.700001,64.550003,63.160000,64.269997,64.269997,3441342
2017-09-07,64.860001,65.190002,64.550003,64.820000,64.820000,2295592
2017-09-08,65.059998,65.059998,62.950001,63.680000,63.680000,1002977
2017-09-11,63.220001,64.980003,63.220001,64.809998,64.809998,590435
2017-09-12,64.849998,65.500000,64.510002,65.269997,65.269997,883037
2017-09-13,65.139999,65.699997,64.050003,65.080002,65.080002,1442236
2017-09-14,64.529999,65.400002,64.250000,64.349998,64.349998,604670
2017-09-15,64.589996,64.589996,62.799999,63.500000,63.500000,5505709
2017-09-18,63.810001,64.129997,63.200001,63.980000,63.980000,5343364
2017-09-19,64.129997,64.870003,63.750000,64.790001,64.790001,772593
2017-09-20,64.790001,64.790001,64.000000,64.519997,64.519997,461746
2017-09-21,64.269997,65.879997,64.029999,65.050003,65.050003,1501943
2017-09-22,65.010002,65.510002,64.500000,64.930000,64.930000,656558
2017-09-25,65.199997,66.099998,64.050003,65.989998,65.989998,2259257
2017-09-26,66.139999,67.169998,65.699997,67.010002,67.010002,1570746
2017-09-27,67.000000,67.059998,65.860001,66.389999,66.389999,1093005
2017-09-28,66.339996,67.000000,65.820000,66.919998,66.919998,1534632
2017-09-29,66.930000,67.430000,66.230003,66.970001,66.970001,518421
2017-10-02,66.510002,67.150002,66.150002,66.830002,66.830002,725354
2017-10-03,66.760002,67.000000,66.459999,66.800003,66.800003,558302
2017-10-04,66.779999,66.949997,66.250000,66.800003,66.800003,582180
2017-10-05,66.279999,67.129997,66.279999,66.680000,66.680000,3030891
2017-10-06,66.309998,66.309998,63.849998,64.129997,64.129997,2712824
2017-10-09,64.139999,64.529999,62.490002,62.619999,62.619999,1622847
2017-10-10,62.560001,63.360001,61.439999,61.560001,61.560001,1610918
2017-10-11,61.759998,62.389999,61.709999,61.900002,61.900002,2111244
2017-10-12,61.900002,62.250000,60.459999,60.540001,60.540001,1568158
2017-10-13,61.150002,61.490002,59.599998,59.950001,59.950001,1445974
2017-10-16,59.799999,61.250000,59.799999,60.520000,60.520000,2011621
2017-10-17,60.450001,60.450001,59.150002,59.790001,59.790001,3515871
2017-10-18,59.790001,60.220001,59.259998,59.910000,59.910000,3182370
2017-10-19,60.200001,60.389999,59.500000,59.669998,59.669998,1696510
2017-10-20,59.669998,60.000000,58.310001,58.660000,58.660000,2445152
2017-10-23,58.250000,58.290001,56.900002,57.169998,57.169998,5952375
2017-10-24,57.250000,58.000000,56.959999,57.119999,57.119999,2024089
2017-10-25,57.779999,57.779999,55.599998,56.160000,56.160000,2403460
2017-10-26,56.200001,56.990002,55.200001,55.480000,55.480000,1428629
2017-10-27,55.349998,56.740002,55.349998,56.080002,56.080002,2100166
2017-10-30,56.730000,57.869999,55.610001,57.689999,57.689999,3921975
2017-10-31,57.970001,58.480000,57.750000,58.119999,58.119999,2704493
2017-11-01,58.220001,58.220001,57.209999,57.410000,57.410000,2220101
2017-11-03,57.410000,57.610001,56.270000,57.240002,57.240002,2870270
2017-11-06,57.200001,59.430000,56.310001,59.119999,59.119999,4434092
2017-11-07,59.049999,60.480000,58.900002,59.060001,59.060001,2372761
2017-11-08,60.209999,60.209999,57.400002,57.820000,57.820000,3558371
2017-11-09,58.430000,58.900002,57.790001,58.480000,58.480000,1050452
2017-11-10,58.020000,58.310001,56.759998,56.919998,56.919998,718868
